id,project_code,name,cpi,clients,operation_select,project_type,other_cost,set_up_fee,tentative_end_date,tentative_start_date,project_assigned_to_teamlead,sample,total_achievement,remaining_interview,man_days,status,desabled
1230,064glg392,Large National Banks,49,GLG,true,CATI,null,0,false,false,,143,143,0,19,Completed,true
1231,064glg393,Early Chilhood Center Owners,49,GLG,true,CATI,null,0,false,false,,24,24,0,3.75,Completed,true
1232,064glg394,Maritime Learning Platforms,51,GLG,true,CATI,null,0,false,false,,9,9,0,1.25,Completed,true
1233,064glg395,Refining Process Technologies Survey,49,GLG,true,CATI,null,0,false,false,,12,12,0,1.5,Completed,true
1234,064glg396,Legal Market Insights,58,GLG,true,CATI,null,0,false,false,,134,134,0,17.75,Completed,true
1235,064glg397,MMSI Market Assessment,48.64,GLG,true,CATI,null,0,false,false,,25,25,0,3,Completed,true
1236,064glg398,Payer Survey,53.3157894736842,GLG,true,CATI,null,0,false,false,,19,19,0,3,Completed,true
1237,064glg399,ATO Prevention in Financial Services,49.1428571428571,GLG,true,CATI,null,0,false,false,,56,56,0,7.75,Completed,true
1238,064glg400,B&B hotels franchisees managers survey,46,GLG,true,CATI,null,0,false,false,,23,23,0,3,Completed,true
1239,064glg401,E-learning content translation/localization software,55.1666666666667,GLG,true,CATI,null,0,false,false,,6,6,0,2.25,Completed,true
1240,064glg402,Solar Installers,49.5,GLG,true,CATI,null,0,false,false,,8,8,0,1,Completed,true
1241,064glg403,Residential Door Locks,54,GLG,true,CATI,null,0,false,false,,93,93,0,15,Completed,true
1242,064glg404,Auto-dealer survey,48.7088607594937,GLG,true,CATI,null,0,false,false,,79,79,0,11.25,Completed,true
1243,064glg405,Martech Solution Insights,49.25,GLG,true,CATI,null,0,false,false,,8,8,0,1,Completed,true
1244,064glg406,Car Dealership Floor Liners,47.2666666666667,GLG,true,CATI,null,0,false,false,,15,15,0,2.25,Completed,true
1245,064glg407,Automotive OEMs,49,GLG,true,CATI,null,0,false,false,,16,16,0,2,Completed,true
1246,064glg408,Solar Installers,49.52,GLG,true,CATI,null,0,false,false,,25,25,0,3.5,Completed,true
1247,064glg409,Transformer Survey,48.68,GLG,true,CATI,null,0,false,false,,25,25,0,3.25,Completed,true
1248,064glg410,Rental Apartment Listings,48.375,GLG,true,CATI,null,0,false,false,,24,24,0,4.5,Completed,true
1249,064glg411,Tourism Software survey,49.125,GLG,true,CATI,null,0,false,false,,32,32,0,3.5,Completed,true
1250,064glg412,AI Perception Tracking,48.2,GLG,true,CATI,null,0,false,false,,20,20,0,4,Completed,true
1251,064glg413,Outsourced IT Services Providers,49.3870967741936,GLG,true,CATI,null,0,false,false,,31,31,0,4,Completed,true
1252,064glg414,Acute Care Survey,48.6086956521739,GLG,true,CATI,null,0,false,false,,23,23,0,4.25,Completed,true
1253,064glg415,Luxury mall managers,48,GLG,true,CATI,null,0,false,false,,50,50,0,7,Completed,true
1254,064glg416,Parents and Teachers,45.3814432989691,GLG,true,CATI,null,0,false,false,,97,97,0,14.75,Completed,true
1255,064glg417,Medical Products Manufacturers,49.2857142857143,GLG,true,CATI,null,0,false,false,,7,7,0,1.25,Completed,true
1256,064glg418,Travel Vaccines,53.1538461538462,GLG,true,CATI,null,0,false,false,,65,65,0,10.25,Completed,true
1257,064glg419,Moody’s and MSCI products,49.2068965517241,GLG,true,CATI,null,0,false,false,,29,29,0,4.75,Completed,true
1258,064glg420,Electricity Market In Ireland,49.35,GLG,true,CATI,null,0,false,false,,20,20,0,3.25,Completed,true
1259,064glg421,Pest Control Trends,49.8,GLG,true,CATI,null,0,false,false,,50,50,0,6.5,Completed,true
1260,064glg422,Property Management Services,49,GLG,true,CATI,null,0,false,false,,16,16,0,2.5,Completed,true
1261,064glg423,Fire & Safety Systems,48,GLG,true,CATI,null,0,false,false,,60,60,0,8.75,Completed,true
1262,064glg424,Unified Customer Experience Management Trends,49.0740740740741,GLG,true,CATI,null,0,false,false,,27,27,0,3.75,Completed,true
1263,064glg425,Mortgage Software - July Wave,54,GLG,true,CATI,null,0,false,false,,28,28,0,4.25,Completed,true
1264,064glg426,Expert Witnesses,48,GLG,true,CATI,null,0,false,false,,15,15,0,1.75,Completed,true
1265,064glg427,Oil Drilling,49.5,GLG,true,CATI,null,0,false,false,,32,32,0,5.25,Completed,true
1266,064glg428,Frozen Potato Customer Trends,46,GLG,true,CATI,null,0,false,false,,13,13,0,2.25,Completed,true
1267,064glg429,Enterprise Software (Wave 2),68,GLG,true,CATI,null,0,false,false,,43,43,0,5.75,Completed,true
1268,064glg430,Web hosting & ICT customers,47.8888888888889,GLG,true,CATI,null,0,false,false,,18,18,0,2.5,Completed,true
1269,064glg431,Research Resources Survey,48,GLG,true,CATI,null,0,false,false,,37,37,0,4,Completed,true
1270,064glg432,Apartments.com,48,GLG,true,CATI,null,0,false,false,,37,37,0,6.25,Completed,true
1271,064glg433,Investment Research,45.6666666666667,GLG,true,CATI,null,0,false,false,,15,15,0,4,Completed,true
1272,064glg434,Trade Workers,46,GLG,true,CATI,null,0,false,false,,10,10,0,1.25,Completed,true
1273,064glg435,Datadog Customers 5th Wave,52,GLG,true,CATI,null,0,false,false,,11,11,0,2.5,Completed,true
1274,064glg436,Large PE Survey Request,51,GLG,true,CATI,null,0,false,false,,49,49,0,7.25,Completed,true
1275,064glg437,Patient Volume and Trends,49.5957446808511,GLG,true,CATI,null,0,false,false,,47,47,0,7,Completed,true
1276,064glg438,Non-residential constructions contractors,48.5333333333333,GLG,true,CATI,null,0,false,false,,45,45,0,7,Completed,true
1277,064glg439,Solar Panels,49.3880597014925,GLG,true,CATI,null,0,false,false,,67,67,0,8.25,Completed,true
1278,064glg440,Omnichannel Retail,47.4761904761905,GLG,true,CATI,null,0,false,false,,63,63,0,9.25,Completed,true
1279,064glg441,Procore Customer,49,GLG,true,CATI,null,0,false,false,,27,27,0,4,Completed,true
1280,064glg442,Debt Collectors,48.9166666666667,GLG,true,CATI,null,0,false,false,,60,60,0,8.75,Completed,true
1281,064glg443,Generator Market Assessment,48.5238095238095,GLG,true,CATI,null,0,false,false,,21,21,0,2.5,Completed,true
1282,064glg444,Property Management Software Users,36,GLG,true,CATI,null,0,false,false,,60,60,0,7.75,Completed,true
1283,064glg445,European Airports Outlook - II,49,GLG,true,CATI,null,0,false,false,,50,50,0,6,Completed,true
1284,064glg446,AI products in Finance,56,GLG,true,CATI,null,0,false,false,,18,18,0,2.5,Completed,true
1285,064glg447,Food Ingredients Procurement ,49,GLG,true,CATI,null,0,false,false,,36,36,0,5.25,Completed,true
1286,064glg448,IT Asset Management,49.258064516129,GLG,true,CATI,null,0,false,false,[object Object],31,31,0,3.75,To Be Started,true
1287,064glg449,Tabletop Game Stores,50.2982456140351,GLG,true,CATI,null,0,false,false,,57,57,0,11.25,Completed,true
1288,064glg450,French Grocery Market Overview,56,GLG,true,CATI,null,0,false,false,,30,30,0,5.5,Completed,true
1289,064glg451,Factory automation equipment Distributors,49.3010752688172,GLG,true,CATI,null,0,false,false,,93,93,0,12.75,Completed,true
1290,064glg452,Shipping Service Survey,49.2285714285714,GLG,true,CATI,null,0,false,false,,35,35,0,4.5,Completed,true
1291,064glg453,Adve47sing in Mobile Gaming - Wave 2,48.7,GLG,true,CATI,null,0,false,false,,20,20,0,2.25,Completed,true
1292,064glg454,Battery Recycling III,56,GLG,true,CATI,null,0,false,false,,66,66,0,9.25,Completed,true
1293,064glg455,UK Fibre Industry,48.5714285714286,GLG,true,CATI,null,0,false,false,,28,28,0,4,Completed,true
1294,064glg456,Sports Software,48.5806451612903,GLG,true,CATI,null,0,false,false,,62,62,0,14,Completed,true
1295,064glg457,Recurring Revenue Billing Platforms Survey,51.3428571428571,GLG,true,CATI,null,0,false,false,,35,35,0,5,Completed,true
1296,064glg458,Bathroom Showrooms,48,GLG,true,CATI,null,0,false,false,,12,12,0,1.75,Completed,true
1297,064glg459,Block Chain Wallet Technology,46.7586206896552,GLG,true,CATI,null,0,false,false,,29,29,0,6,Completed,true
1298,064glg460,Elevators & Escalators,48,GLG,true,CATI,null,0,false,false,,27,27,0,3.5,Completed,true
1299,064glg461,ESG Solutions,50.0857142857143,GLG,true,CATI,null,0,false,false,,35,35,0,7.25,Completed,true
1300,064glg462,Cement Industry III,56,GLG,true,CATI,null,0,false,false,,9,9,0,1.5,Completed,true
1301,064glg463,Contract Hardware Dealers,49,GLG,true,CATI,null,0,false,false,,12,12,0,5.5,Completed,true
1302,064glg464,Travel Insurance Benchmarking,48.5121951219512,GLG,true,CATI,null,0,false,false,,41,41,0,5.5,Completed,true
1303,064glg465,Generics Licensing,49,GLG,true,CATI,null,0,false,false,,36,36,0,5.25,Completed,true
1304,064glg466,Automotive Manufacturing - US,48.375,GLG,true,CATI,null,0,false,false,,8,8,0,1,Completed,true
1305,064glg467,Uniform Services & Workplace Supplies Customers,48.6,GLG,true,CATI,null,0,false,false,,20,20,0,2.75,Completed,true
1306,064glg468,Indirect Payments Survey,49,GLG,true,CATI,null,200,false,false,,4,4,0,0.5,Completed,true
1307,064glg469,Market Research Space survey,51.8,GLG,true,CATI,null,0,false,false,,20,20,0,4.5,Completed,true
1308,064glg470,Selling cross border,51.8,GLG,true,CATI,null,0,false,false,,30,30,0,4.5,Completed,true
1309,051sym057,homebuilders,46,Symmetric Sampling,true,CATI,null,200,false,false,,200,200,0,33.25,Completed,true
1310,044qua063,FECOperatorsCharles,39.5,Qualtrics,true,CATI,null,200,false,false,,50,50,0,8.5,Completed,true
1311,044qua064,CornerstoreOwners,42,Qualtrics,true,CATI,null,200,false,false,,50,50,0,8.75,Completed,true
1312,052wer057,Professional services DMs,47,Werk Insights,true,CATI,null,200,false,false,,388,388,0,74,Completed,true
1313,058cam059,Oil and Gas Executives,54,Cambia,true,CATI,null,200,false,false,,150,150,0,24.25,Completed,true
1314,044qua065,Computer Science Students,29,Qualtrics,true,CATI,null,200,false,false,,66,66,0,9.75,Completed,true
1315,038oxf052,IBM SAP cloud transformation survey,55,Oxford Economics,true,CATI,null,0,false,false,,910,910,0,70,Completed,true
1316,052wer058,Professional DMs (Wave 2),47,Werk Insights,true,CATI,null,200,false,false,,300,300,0,38.25,Completed,true
1317,044qua066,NurseHospitalAdmins,42,Qualtrics,true,CATI,null,200,false,false,,200,200,0,17.25,Completed,true
1318,038oxf053,IBM US pulse (wave 46) Gen AI model optimization,35,Oxford Economics,true,CATI,null,0,false,false,,200,200,0,15.5,Completed,true
1319,048sim049,Interior Design,39,Simple Opinions,true,CATI,null,200,false,false,,26,26,0,4.5,Completed,true
1320,030har031,MA PA Study,15,Harmon Research,true,Online,null,0,false,false,,75,75,25,0,Completed,true
1321,030har032,Germany Consumer,7,Harmon Research,true,Online,null,0,false,false,,508,508,992,0,Completed,true
1322,056b2b059,Office Supply Decision Makers at Hospitals,55,B2B International,true,Online,null,200,false,false,,39,39,111,0,Completed,true
1323,056b2b060,Office Supply Decision Makers at Hospitals,52,B2B International,true,Online,null,0,false,false,,6,6,144,0,Completed,true
1324,056b2b061,Office Supply Decision Makers at Hospitals,54,B2B International,true,Online,null,0,false,false,,12,12,138,0,Completed,true
1325,030har033,USA Hispanic,7.5,Harmon Research,true,Online,null,0,false,false,,3,3,497,0,Completed,true
1326,038oxf054,Pulse banking survey for IBM,37.75,Oxford Economics,true,CATI,null,0,false,false,,600,600,0,186,Completed,true
1327,056b2b062,Safety Decision maker wave 2_Employer,32,B2B International,true,Online,null,300,false,false,,233,233,767,0,Completed,true
1328,056b2b063,Safety Decision maker wave 2_Employee,12.5,B2B International,true,Online,null,0,false,false,,475,475,525,0,Completed,true
1329,051sym058,Homebuilders,26,Symmetric Sampling,true,Online,null,0,false,false,,48,48,52,0,Completed,true
1330,030har034,B2B value Prop,32,Harmon Research,true,Online,null,0,false,false,,45,45,5,0,Completed,true
1331,030har035,TMO Positioning Study,25,Harmon Research,true,Online,null,0,false,false,,660,660,40,0,Completed,true
1332,056b2b064,Enterprise IT/Digital Infrastructure,32,B2B International,true,Online,null,200,false,false,,100,100,60,0,Completed,true
1333,030har036,Grand Rapids,10,Harmon Research,true,Online,null,0,false,false,,21,21,9,0,Completed,true
1334,038oxf055,SMB Study,46,Oxford Economics,true,Online,null,0,false,false,,3750,3750,0,241,Completed,true
1335,030har037,B2B cost Inquiry,22,Harmon Research,true,Online,null,0,false,false,,21,21,54,0,Completed,true
1336,030har038,JH Study,8,Harmon Research,true,Online,null,0,false,false,,125,125,-25,0,Completed,true
1337,030har039,Grand Rapid_part 2,10,Harmon Research,true,Online,null,0,false,false,,3,3,7,0,Completed,true
1338,044qua067,Project2Fernanda,5,Qualtrics,true,Online,null,0,false,false,,28,28,372,0,Completed,true
1339,030har040,JH 2023_Wave 1,36,Harmon Research,true,Online,null,0,false,false,,18,18,13,0,Completed,true
1340,030har041,JH 2023_wave 2,46,Harmon Research,true,Online,null,0,false,false,,5,5,26,0,Completed,true
1341,044qua068,Computer Science_Part 1,10,Qualtrics,true,Online,null,200,false,false,,144,144,56,0,Completed,true
1342,035m3 036,Oncologist_ONC/ HEM ONC,68,M3 Global Research,true,Online,null,550,false,false,,14,14,86,0,Completed,true
1343,035m3 037,Oncologist_(Increased Honorarium),135,M3 Global Research,true,Online,null,0,false,false,,30,30,70,0,Completed,true
1344,035m3 038,Oncologist_Practice Managers,32,M3 Global Research,true,Online,null,0,false,false,,17,17,83,0,Completed,true
1345,044qua069,PerformanceCoatings,44,Qualtrics,true,CATI,null,200,false,false,,99,99,1,40,Completed,true
1346,038oxf056,IBM Pulse wave 43,35,Oxford Economics,true,CATI,null,0,false,false,,200,200,0,37,Completed,true
1347,046rot081,Auto Garages,35,Roth.MKM,true,Online,null,200,false,false,,52,52,48,0,Completed,true
1348,046rot082,Auto Garages,35,Roth.MKM,true,Online,null,0,false,false,,45,45,55,0,Completed,true
1349,046rot083,Auto Garages,15,Roth.MKM,true,Online,null,0,false,false,,8,8,92,0,Completed,true
1350,044qua070,InsuranceReplacement,6,Qualtrics,true,Online,null,0,false,false,,837,837,663,0,Completed,true
1351,038oxf057,Salesforce 2024 survey,44,Oxford Economics,true,CATI,null,0,false,false,,1180,1180,0,153,Completed,true
1352,035m3 039,Germany Endos_France,105,M3 Global Research,true,Online,null,600,false,false,,14,14,36,0,Completed,true
1353,035m3 040,Germany Endos_Germany,105,M3 Global Research,true,Online,null,0,false,false,,5,5,45,0,Completed,true
1354,038oxf058,IBM GLOBAL PULSE WAVE 2 EXTENDED CHIEF EXECUTIVE OFFICER (CEO),37,Oxford Economics,true,CATI,null,0,false,false,,550,550,0,89,Completed,true
1355,044qua071,IT & Cybersecurity Directors,46,Qualtrics,true,CATI,null,200,false,false,,100,100,0,37,Completed,true
1356,043qua044,Cognizant Value Survey,9,Quadrant Strategy,true,Online,null,0,false,false,,300,300,10,0,Completed,true
1357,030har042,Houston Hispanic,12,Harmon Research,true,Online,null,0,false,false,,165,165,-115,0,Completed,true
1358,045que046,Chicago Quirks (DA Consumer),10,Quester,true,Online,null,0,false,false,,26,26,BE,0,Completed,true
1359,045que047,Chicago Quirks (Agent),28,Quester,true,Online,null,0,false,false,,123,123,BE,0,Completed,true
1360,050spa051,RFP NEW VEHICLE PURCHASE STUDY (pilot free project),0,Sparkle Insight,true,CATI,null,0,false,false,,25,25,0,9,Completed,true
1361,046rot084,Homeowners,10,Roth.MKM,true,Online,null,0,false,false,,120,120,165,0,Completed,true
1362,038oxf059,IBM US pulse survey wave 44 -- gen AI and risk management,35,Oxford Economics,true,CATI,null,0,false,false,,200,200,0,31,Completed,true
1363,038oxf060,IBM US pulse survey wave 45_AI automation,35,Oxford Economics,true,CATI,null,0,false,false,,200,200,0,18,Completed,true
1364,030har043,Dallas Hispanic_Part 1,12,Harmon Research,true,Online,null,0,false,false,,2,2,33,0,Completed,true
1365,030har044,Dallas Hispanic_Part 2,17,Harmon Research,true,Online,null,0,false,false,,44,44,-9,0,Completed,true
1366,051sym059,Residential Installers & Homebuilders Survey,46,Symmetric Sampling,true,CATI,null,200,false,false,,242,242,-67,66,Completed,true
1367,044qua072,UINTAH COUNTY SURVEY,21,Qualtrics,true,CATI,null,200,false,false,,75,75,0,26,Completed,true
1368,038oxf061,IBM US pulse (wave 48) Cost of compute survey,35,Oxford Economics,true,CATI,null,0,false,false,,200,200,0,24,Completed,true
1369,054app055,Operating Model in Retail and Consumer Companies,29,Appinio,true,Online,null,150,false,false,,66,66,434,0,Completed,true
1370,038oxf062,TE Tourism B2B Survey,43,Oxford Economics,true,CATI,null,0,false,false,,30,30,0,6,Completed,true
1371,030har045,Business Study,28,Harmon Research,true,Online,null,0,false,false,,29,29,621,0,Completed,true
1372,030har046,Retirement Landscape / 2024-003_Part 1,27,Harmon Research,true,Online,null,0,false,false,,54,54,96,0,Completed,true
1373,030har047,Retirement Landscape / 2024-003_Part 2,29,Harmon Research,true,Online,null,0,false,false,,14,14,136,0,Completed,true
1374,038oxf063,Global Outsourcing Survey,46,Oxford Economics,true,CATI,null,0,false,false,,500,500,0,47.5,Completed,true
1375,044qua073,MaineVermont,5.75,Qualtrics,true,Online,null,0,false,false,,124,124,176,0,Completed,true
1376,030har048,Dental Procedure,12,Harmon Research,true,Online,null,0,false,false,,3,3,57,0,Completed,true
1377,030har049,Fargo ND radio study,9,Harmon Research,true,Online,null,0,false,false,,144,144,-94,0,Completed,true
1378,030har050,Madison WI MSA radio study,9,Harmon Research,true,Online,null,0,false,false,,111,111,-61,0,Completed,true
1379,044qua074,Shippers,20,Qualtrics,true,Online,null,0,false,false,,499,499,251,0,Completed,true
1380,038oxf064,Youtube_Business,6,Oxford Economics,true,Online,null,0,false,false,,9395,7377,0,7,Completed,true
1381,038oxf065,Youtube_User,2.75,Oxford Economics,true,Online,null,0,false,false,,48870,37938,0,80,Completed,true
1382,038oxf066,IBM_Mobility survey,44,Oxford Economics,true,CATI,null,0,false,false,,1230,1230,0,170,Completed,true
1383,030har051,US Adults,2.75,Harmon Research,true,Online,null,0,false,false,,140,140,60,0,Completed,true
1384,028uni029,900test,10,Unimrkt,true,CATI,,10,false,false,[object Object],300,19,281,11,In Progress,true
1385,027nov028,pro test,10,novusclient,true,CATI,,10,false,false,[object Object],200,null,null,null,To Be Started,true
